to,value,hash
0xbaaba45dcabd9ddc8c81ad246aa7ae92964f0c81,4084,0xefabcb2ee38672e78f6cd05bf2ff3a3bc0b4033546ef8ee386538eeb182a4806
0x420ee4d8c1cba9e4caab3f473625499cbfbd9037,2042,0x0c6b6aef273b0de8a4f8515ae27d9ad971d2402950361f67ed120eb0a11d169d
0x2e5fa3897deb9c5f0666186b510540774037b8df,2042,0xd6e707ac5493b4ff11029900fd01e5a5a43a6158c332cd533f5ab50bc55d67ba
0x8024f47d8b554d267d1a70a056cd45f930f4d0a7,10950,0xa40ed84abde1db8500e8721118df9e9681145f1921c473e62aa3479bb7a8262f
0x0feff9e5e99c9654f217ce4ca28b4b28907591a4,2042,0xb14476b0ff3ee419d8707ceb23cdf44f2ea22390f56e89f39656b5ed97d7a871
0xcd32895ffbc17085bf27d9d6411d4d8295ff7786,13848,0xb9e555e24d35111810fadbd8ca2cd0f6da20e249291e4e968e2922311a9b5d88
0xb67167d3f3d4a8c385c132592ce681dfd98ee2e8,10094,0x536d343a5e467042589b2678752bfc60faae9162aaf7d447e3a5bb10adfc9af5
0xf4290794ebfa92e602493d361616393238fa7ca1,10094,0x4416ca0148f6235b6710497f5a39139a9f1797a5ec214bfb13e0483cf57169c0
0xc2eeadc3737510c32b1b1049c6b8e857482b300e,10094,0xe2aeecad3aa56c960baad2db58e0701cf6ad56387a2346838a6abb64147ba6a2
0xe13d49d5fe282db996b9842413676e780b13275e,21044,0xa5a08c6782647b2b7b8c83ab3c73ae7f76164cb80f844c29ce748fd57a377ccc
0x1e1f9941f6dccbd74154b4e799cf6ef108922b93,12136,0xa9175f4ad827f1314360c84cddc54127d9b94d55d78935dfba4847c4364c9deb
0xf4447b6d9f5af9115e6ad41e08a2e2cb72f58407,10094,0xc6f02f744ffda95f840f8b17bf8cb24104a9eb0234fdcbc58a8fd5871708daca
0x0183dc3823ed44a1c1b39cf22da990c352e8e5b0,10094,0x3859aa8d1f2af550d7d232ba987ba732b7de91b96380c7ee684712f3e94ec8d1
0x1fa4ff44467c030a95a2c44ff52ce284b0c15d11,2042,0x0e92577fcbd06ba56706e482702ff2e460acd285fe5e722d6c188d6f0c4feb28
0x64ddfa770f4bcfe7358d1331d81e7f75fae9080c,59280,0x6e3b03f659d55386d0f172446099c6ec25a4b32fa9a4f7b687c0512788e9e6ff
0x9228c501a1360b06c21e0843b6a7a96436002dcc,2042,0xd23ff9798725c7e7dc85ac310a90ed5c30f7933ef2cd6590454358492bd5b344
0x0b4297b9fca8dc401352393173fba8e423a9acf1,2042,0x4c7be725e5ca57f1e39b12fa5c205b3e78d913ba9f5bc8edbf67796d0ef852cb
0xbcbb9156f5fa29bf4bbf193f45ae8042c94e9008,10950,0x0b0a3e2a3a5fb0136d20b6b5eb60e2d6c8731f74f6b75d6a455aa78f483c7a6c
0x282f9e0a7a135b6b2812ec5842a57e6c129babf5,2042,0x45a0b96458f05ae1aa343bf750e23c07d1df5f42edbcb4d8243524802534f802
0xc8fbd2100a95d0649223416ecd8e8551514c8b25,2042,0x2946360457f0879ce7e06410e33432ddd34457e97241721e88eb267b41500639
0xffc6f9f72fbcbc4ed454ba11b861d336d85ef843,10950,0x793464a6baf2f5420f970ae597369251575192a6102fe80b041f1393b72d45bc
0xac0564bafdc13aad3423576b496f97d886756883,92906,0x2b5770254636c0e666ce2a92d97a5577289359b0aaa38e72411545fc15b2e427
0x3a0a2505e871020aeefe83a5887612daebd85ba5,15034,0x955906a418186d8e627b91f09cfff972fd6fc4dec98982adf53784d4165bb69b
0xc92a13fa4c59f5349b4d45e8667547d8419f0906,17076,0xe417f7ad57f4e895cb2a64296c05ce5f353c4ab9832edd50ea3d94b1aaf0c4e5
0x35f0686c63f50707ea3b5bace186938e4e19f03a,178232,0x9bf68c9d3817da36bd698c0e63b5cf3f5cd482cab1b84b9a6571339eea361a48
0x17526dd2955c6d7b4450bf066d196d7001e70804,15034,0x646dc79e3b275651ee9962aa6cdb0fd83d0e728c0c9971c9ab9f85a3b4629b57
0x05ce5d83371872ca8d6c4319170b452898fda3f4,12136,0xa33176e89245e06f42087624d6fff020ddfb2ab3c68d705a0744113097e0fab2
0x72f1c8601c30c6f42ca8b0e85d1b2f87626a0deb,12992,0x20b8e9d8d2cba530266d6d311f915fe493df57b9f81f36a450f61ce710756ae5
0xee8dbe16568254450d890c1cb98180a770e82724,10950,0x6430540fe7390e9426ed75ebd48f10b50e288021f7380bf3219d57ec906f576b
0xbeb0737585bd8a9306e2777966d413bf3735861b,30282,0x396cd191a5280201269d42491f865b6f134480a313f501906319f9d5490d0398
0xf14f1977ebcece3f10dd008e01d4d9fa3bd17927,2042,0x1815697b069c132ccd5578dc07dcd0c3f77f38ed3e4a7e1504f9ff89e0573491
0x9ce3df8496937f57346a27f15d5361ddf392b7e5,2042,0x080e4feda1b6b322c3c63b1ce1ff3d154edc096fa5acd5b575075f8dfcc6a927
0xd93fc91f195670c9d10a55eb0f05a0ceaddb3be8,10950,0xe8e3e9d6be627c5af50af386d60e0ae49ebfaffcc38152f545f36a04942406b8
0x4322aa46ffed67809862da613725728e2fb8eae3,12136,0x15d14a77220d425de8db81d911faf8a851df8b70bdc33a0ac72465f431d0d3d3
0xd1d0a7b58098135064b53cb0b3d742ff8c7d5d13,14178,0x2af6dfa23b887d604bee1b4359edb18473cd8a4ad006ad24a5a3330103424a7b
0x0b4f0b6204e787da7c82fe8bc7b47403a4fd4614,10950,0xf27f212c1f329f91ae2c689f345f1b97dd83bde02d0ea1b3dd47895492713a5d
0x6bc119500d6aba249c1f7daa967a5e132bb09d35,2042,0xdb6624e8083ff24b8cd6f8e1d2b8739802b7a03ee522b014f7e07fc71a9c499c
0x1c9ae149000615ca50da936388b73e40b19c03ad,2898,0x018b952f0f61b20985b55c396f65c372b83716fe517653320a85f12654a525de
0xd3743e7f1abeda725bb3defdac6d31e949713a78,2042,0x8416664997700fb4bae907ee695ef9ec472af06c2133882cff87d0e4588d0ff4
0xc1d0bd227b19816b16e4956d42daec338e851834,29212,0x4ead314a92a9742ebd5e824fab829f8711d6a1e0866bce36826b9386071b7fcb
0x71c3dd3341c60c3032b8495e0eb9ffd7a1cec5f8,2042,0xcb44fa373da11a027630fbc2335c9de73b8b26b11ceb2148a4a5e8521de0fa1b
0x3805b28be32adb980f7b99b56df34793a45c5185,10950,0x2a08bd781a8e159ff44c42573501bbccd11c1cd3ddba1516cf025ce2c1c73472
0x658f414defed4eca8ea0e5fe590fda7e50e4ff31,2042,0x411bebb6a71b23d831da06b14fe48e0b24056679fbb904cd16df3a2dba2b83b1
0x335a5e6695a9d7caf08547818f2f10b232abbbbb,2042,0xc53838376b7f613eb92643cb1774dfca5a60a27169f37fea5bea928b445baaec
0x2ccb3b5064235c42528aee8775ccdcaba4a4809a,2042,0xc6983cb8a00b1158971df696ca4a3a115df4a78ebd3246e5f02e1ce17927cf42
0x26d7b4fe67f4601643304b5023b3caf3a72e8504,2898,0xaccb67533fc440229a93c4df157a21758a35e5a08f3139a78c8f58a11731be15
0x848fa9ec76391b94a83442170085f8ca863b1624,10094,0xec7e1314b7428169520125f140d219593df82f4fb93568385b8d08bd49f396a4
0x4f19a88cf35c5d7c3a55448823a7e76bf222aa43,2042,0x3a5fc6943c466da7081aeaef7ed033dac26f45c10fa23a41bca2132ec5eee2f2
0xc5ca88901ea68488e8881e1f80051b78c47c352e,2042,0x2f6c425101fde0c99d8e231ebf086c351c7f4bfecd4f125022ae968ba4b8220c
0xc70084445c4d24809c72b91e62b1168c727508ca,19118,0x6900e96d8a062f8aaba9dcfcb019b0370bb6c75664001870f88e566f0567dfe2
0xdeb6019b785aefd31769b1ac1f0081810fde0faf,2042,0x41aca3fed2eb4e38590e61f1bc351db4b9649b1e6a160658dd6da11ac94dedf0
0xbf7c5f30057288fc2d7d406b6f6c57e1d3235a27,2042,0xffa30f006f26361f4cb9c50b4b4f4c2e6ae0a3a82b385b29bc2eea246a537879
0x6bf62dad62053eb6a02451bccf78e252c1388685,5796,0x4484e5a77f03e98c3bb4e5b6fb34bc26ddbe7ad65333306afe2ef19619186b49
0xcadd00fc6d7fc44957d7254685cb6f572101bc61,10950,0xf2c13dccfe73e4fec59aed0d876a8bfd62d5e2a67d1a94c6ab144312ba1c649a
0xcb6b7c4334e3083c354b3a0f2b29d22d9a4bb2d4,15034,0xe9cf845234097250836bb89f50ea3bce305ee0076f98c6681a62624fadd515ea
0x69b5ee4b5406fd6bb1329f79da1658b01e5a706f,2042,0x6d60829dfdcf13b8109ee7512bcc38d92d377ae4f54a1a8f123df408dcea7765
0xf117aeb3a34ba3af790b274979a68e6ffc394a30,10094,0xbb0fb2381e69400fccda3766d5340dc8fb6d45a4090fd4d8af98f4d7a025ed57
0x89688542873276cd7d9cea936b25f37778a593fd,56614,0xf12a04a6d278040a15f25bc51b68c85c3a1926ae4206288017f6eb89f158cc08
0x3d89a588e9da5a621aa381ac593e8986087c409a,10950,0x18b344b00d695fc9f27307671545a1644c34e60daa6c668d87e446e1e7e582e7
0x7e54fa1f85eddad0622841b0eaadeea2f19d3240,2042,0x6b11a058871b071e7efd6f2f21f14d5ab30367b5c8e5d0d1b562667cf343d816
0x71c3d1bde3054827f464211a40765bd81b8fd735,4084,0x20590f82b25427d2ac5ceb27b5d7d475382899971dc7dd0ceb98643484e97534
0xf3e62e0e87fc77aebb7f39f42248bfb28bc39309,2042,0xa303df2cde262a1113acd11866c4bc113112c8a7e4b14ef47a733b4472ba446b
0x8890cd645ce242a740415169a6959cd803e542f6,4084,0xfc7262ba21ef81161fddc110cec11397e76c90e9ae6ad639c6f690b75c81fb7f
0x0beda5116cd204c428379b5d852dadc04f3bc384,12136,0x6b12eff76ab433b925f4c0eb935d65dbdd0b8dbd02c0632bfb88c5dd3c95c25b
0xd7ec8060c2eef0fcd84f0661f8a7143baf8fdc86,2898,0x65700d9a2793ae02dfb4a2f0a912aa7499e6b0bf35670998652e6deefcf0e6cc
0xad6ee7c40d7d80a6c404e82e77cde5c5088e98a5,2042,0x8c4776f6791e6b49c13da096257c9f0281c3540bab8f191020ac3ea3069c53e3
0x5e47758d70388f5b5989f6322682a86d2576b46f,2042,0xa86974a35b2d2ec5d36c52c26cabaae9bd57ca141619fad4e0f47ca1cf8f6140
0x9aa2b4782b7cf35b7dfc699604a4de16d80adfd6,10094,0x341728b185bfc14c168d48bc9f876eb5d62ebb3d8f1cf5b7f5ee007c21b5201c
0x0673ec73f67496d63e794d338d022d40d6b6d94e,2898,0x2ee9b62d2cc5d66cf4a6f4a5541c45f3438802de93f77f2a09a449564a2ba205
0x70b180035ce5982449966f539e63863fa4f23107,2042,0xcec1ab4ae57ab31e4ba15dbcb11eaae8607ded2886218c6d43c468ff53ae5c7e
0xfddd8b8b4470a2fbdccf2682eb4f05585432f351,2042,0x0f1765fad579fcf2b52f0a24e8028bf5eaeed45701a7922b6e168f7dd708b360
0x3233525b5181d995547f2fb2f16e0c6953714376,36408,0x03680cf5a85f68ee1f87320422bca2c7a4d1b85b751a1429703b1adf34b66856
0x6454b7b2c1a549690e98ac0193746f734ac8c475,12136,0x1909a19a54d0e72e3c148e820ffbeeddc7148fb5cdab9283766ffd86fcee6f1b
0xcf34cfd4b294ab754c5dd312003a6bbdf2b74e81,10094,0xa33ba92e8e1ff9f6c7ddb24a6eb16812c2980c3cc254265351809badbd599870
0x112b013c5c9cfa356eb67fa0a0ebb58e938e591d,10094,0x551c5eec47bfb8b2dbd3d58315c7574bd070c8929bab379beda150ef43f5550a
0xee3b3cc4e1a6782824202e48c2d8b93922882a3a,15890,0xfa445280b0eae3fcb6b7e18f3b097420c518a92b03e9785ea9dbced44cabf45a
0x563415679588e508c0c8f0a729c9bf898406e9b5,45432,0xb1b2a9cc989fc6038dca93781320e9810d9868d5c41f239c4626c2478d3d9137
0x5ace364de66dafdb8e879f8743a859d27c6966fb,2042,0x895bb0d36b122cd3b0388579fce8e324dc6e89a32b40a4bce404808805633200
0xd502b0383fbf710da7c85614810f6ea109bb7ac2,10950,0x168638b8602c3a08308024b06421128a176d9acce73b1dbbe3fe494b3e45a864
0xd1e4a2d0824e082c7eb52d758931246acd3fce05,10094,0x0c79e257841255d4429aed0cc05746463bb01f52e075b1e24c7d6989a1b83725
0xe18a94a1e60903b1ec39d9104bed27d9a73ad9e2,2898,0x14af474c287eb75db1b2398fb2e9726a94a25cc1a17e5e95d43f5ebd8a951408
0x4898203e852b3ed44cc3e8d37f702fd0a7bdac9a,10094,0xb88b9391fb93d372e5c54f8987de17f041d74669480e58aa00821d58467dd4cc
0xeb4d2e17a1fa87c9a1d68684994dfc25bab5e474,2898,0xe3f1415420f0b8cf9b2f3a0018a055b03313fc7f7075db827b2d6b1187e7a561
0xfd6cbd952262d6ebba911d7d4d323a29b9aea5a9,12992,0x9034b2dc3e3dc4f3bb5619a03a05001110ae8f58bea17273840452dca1090afe
0x245719eddf2d68ebf8aa54db2550891128962b42,10094,0xec9a4cdc9de0d17fb8891b9b8b09e23ff25a4eb8f549e4f16592caebf65a3cc7
0x3eaa1cbab87b235e1e5ca4585fd37811356ee46a,12136,0xe68c0b4e898fccea8398ed395e4320ccd0818c937a79d94bd3f52ffcb2681d80
0x6d40f0ca76be0d00987ae547251336c228e97a14,35222,0x9cda7776224bcf1d99d820fc3c6a948b269c008b802586068ef52acbe5f6151a
0xfbb6e5e82d6a688381714b5b680096d717a1f031,2042,0x0706939f4d4c0b475f1f5c0371434c0d1d158a3a32190b5186f16088b62bbc43
0x6b873dedab01e217b964d1786ecad7f4ee77fbd8,60564,0x19cd3678947ed5b3347c264d75bf7c6cfce8bed39c39f2c76ad7b350ad8922c8
0x7cf196415cdd1ef08ca2358a8282d33ba089b9f3,2042,0x13ac00590e19dc26cc75b6122cd457d9b5fdcff45f3e5b04f0da6d0dbd7475fa
0x97925f0a1e19e8334e7af54b153d0b5ee739197a,2898,0xb304e944394c02a6231b72e3a500cd9e73ad3bc3bbbd9598bc6c90c1a09d8f92
0xa08b5ae6f434ef517a2bcb0f5f64d7ef5af3c430,2042,0x65572276a5247c38552d92e15eaf11c0ba839061d7b120b76bb542121f8d1877
0x4b6c722a60c7731fda9b01090eac199f98525e0d,50782,0x5165a7b6d3053dd676f03f187e46a8dad8892e972be8044249f083b049e7e59e
0xc714040a89c2955377a61a927fd2cf124f507444,2042,0x88e8ccd74e5a77cc0799835cc69eb4ff238d56d79f6aa6068999ebbf80314d1d
0xa0792cc0fd33b3a9ff31edb3344570ca6329ef39,10094,0x5cf4ad3412a436eb5f08550f264c8e0ac113c1969ccc5f555e6c136f8e911ec7
0x3fc3c6c71ee0b1754a05096ea93e97de5bed1363,10094,0x761ab565ee2e149c3c8e8903f46b2467bedf338ecb21709866743c1dae57293d
0xe04c92ff66f583a5bc4050008f60047db46c57fb,2042,0x597a622598278bea74e8d29c43492952da36123144d38c469c9a3abefef51e11
0xc36690c7d25de91f8a125bbc3f333bc2c947c664,2042,0xb38ab75c1885d3e44933ca2388a31509e2da2f052d940957e9bf14a901df51d6
0x04c074ea23094feb7b343de3f4d2ab110e4c6dd1,2042,0xf4c39f824f6436506501340d481dfc8b4b22b1fefc28b611c8d75eb026b5d904
0x7260f7927a25949c15b7c4cbcf936510bf34c81b,8168,0xb5a64e3a4373c470f9efbedf904e102e3ef74e04f82e4bca712ebc2c4e9681a0
0x0f344ed01075fad91d53e81bbb7732e8057c56ec,4940,0x764466ad1e87d35a3dcf319a728842ef8edf16dd0014b5968d00186f35eac6fd
0xb4888d62eae94d810045e0f450e1cfd2f38d1519,2042,0x14fe5476be6057cfafbf7527d6de874f0af0a401f5151ff7ad081d560374ee74
0x4402d246407348ff65392dcd4d6d4996b4d22f6c,13848,0xf18d0206e8b82bfc2095b71e2fff5ccbdced5fb663bba02e994239e629440ebd
0xc2feb882b0383cb4745cd39fcd394fc72330e0de,10950,0xfde872ff243786fb7a8ce0000f3ecfd66bed959d20e83e165b4d4cb8f653def4
0x5f63007380c824452becd699ca25ff2dfde9e46d,2898,0xa045ebdb0887e913de7ab488aa0b7c24116cc9a266ac9d4e39b68668ccb43a1d
0xfbb8b044cb8ffb24727841f777d48b6a621ff285,2042,0x0c4c3e812ae0f01de3639cdef0061118245aafd806842ec36f381e8ffcf3c0be
0xfaeeb1875df2bf758c06a0b4f9f0bb156eecb28e,2042,0x51e224e807c8c76c28ab9655daefcad3a84cb56a20213b980016b6fc9d3dc869
0xb8a6b2a4c492eb20686ac1706bc5a2548a9e4000,2898,0xa7a01aeaee224c309d2cf4e006fd2b75f885ad0e3cd001575b2b03c13c4a07ad
0x46a83f3c0448513c3379ddf1e502f1b807a06ca3,2042,0x74f880e0f8314f4e56837f20faf6dfd828ec4f759d98e143bfef0a2a0bbebabc
0x41d870c141f7a6ae406ddc5f5de566499714b8c6,12992,0x81202f8c5195fedad48a315ff82fa5ed0f746e8e0eeb18ae68d16a375d46d5a8
0x4ce96aacbf4a605084d757141be016de8431b285,10950,0x39294ada534559a8f3f6fe775a0ab09b398cc0a1928203e6f9fec26a52cb0ef3
0x3aeb66149fc10a8257850594becced7633a7767d,12992,0x66b524fc5192a8e401009037cd895614887033b1a110ef2a2a5f37d6f0ade525
0xe710592ac31387fcfc84666f8c108d7f38f29c2e,2042,0xf2061de904a0aadd6faa88409022227752703adcd4ab6e6ffecb63f6ef01f191
0x98116cae5813810941a0404f4208a5355c595a9d,10094,0x18cbc947622a268f787093424b826a3dc904ed3377a6bd9e5f8068b68c728457
0x177391257e957c97efeac1c11deb3068607f5067,10094,0x4087eef50e3532d5280824a6d3c8bec510ea6aa569722dbd0e116badf4fcb563
0x4cef61837e4c2186468145e6b9668af92694aa43,2042,0x61ef08a838be7e4b66fd2b6dc653f186d86b12883fcc88f7537ff4f59987117d
0x7abe0fc91e0b0844aedd6da4e84cf136d4081f29,10094,0xe5a50974a02a0dcae742e10f104f319e9916d73ce74bfd5996438b21fc43d9ce
0x6cd2d84298f731fa443061255a9a84a09dbca769,39306,0x8cb126320ad1fb0d81fb6bef0ccaa5c11bf5be6296acc9eef7030d9bbf5a48b7
0xd4f1d5848d0189f95e9a540c4b7c62c15fdb1d24,2042,0x6e3ad21da8988b07f053a804de2402d0f4e71fe165692a0e17b35127eb5cf54e
0x7f09599e499396684cb1a833fb7e0481d9b6fe1b,2042,0xfecd55c88482f4eb8026ac6209e032571ea2980bf5aee39bae554447d363f0ea
0xe8215fb1e2ac8bf9b941803edfb265d6c04ae799,2898,0xfc3de585bed062c2637b7422a73b48c26494836565d3ce1109b317f0361a3cba
0x7fc9743d7aef4ad2705b405f5ae46f595cd44860,15034,0x3e89049b408bebb6df836244a8b8a00932971ffa79702327ec872ae8226ddc3a
0x3aa161fb1bec7f4d02092e9ede301369160e8037,2042,0x48519a24ac6764a7728377558e324afdd0185d161ca26f1f2682f9ac00fc62df
0x95346aeb9979ec02b67904e6c3ebf7b7a0ac126d,12992,0xf94257a438bd79e8f7dbea53466cbd44a802e52119b7cf0a2b77dbfbb3e86eea
0x8d059fb10843a7fbeefbdcf36fc47b5a6f42610d,35748,0xbab800e9dc963c37b774abd1d5278eb37f75d44d3c6e8b9b65dea0a2f5ef22bf
0xc370d2a5920344aa6b7d8d11250e3e861434cbdd,2042,0x17a9c1ece3e164a22c3767e79fda91ed5870a48d83a9fff2c46799c5a30c6cac
0xffb33dd6f129e1829d44abdd7cea613d19c7b81f,10094,0xf279df8b00286601e0ad7aa741c8bad4a614de5e85f49141d5286245d2b67fd6
0xbe8fe12b9eb1ca2a593e6c070c71c294b6fe9f00,12136,0x83df7566a6d96523600e3edf1d5fa365ccaf3a80fbfccfda7491df129cc4305b
0x63545253e8bdc42cbe3706f2b9f9966080330ab9,10094,0x12d3a617d67e6abe43977f49cc9eeb332bef424bbf5ee311782a132856bfe0e6
0x16cddd6e47661dc4d709804a7f7f687cfa6efca6,10094,0x5ffb59bbcbb038a756cd38eb336a8900716ed04d8c02b5edf0d3e1e84b797578
0x5de753d7c67b2a2983cfdef85b880d7f2942eda8,10094,0x41bc034c7dc20c14fd701eabeee16d0cdc0b9b1605a8f4ba5dcf3e505c3f1639
0x69bdd30fa4c6f2a38fd178bd7a1433516652face,10950,0xd0e260ce72a22f581b888ce43ce225c78571298f6000bbf631878615facb5120
0x18e6dd88778c872d61c5c71fca7c6f13e2acd4d9,2042,0xe5a9154dd00eb8b423a47cee83feef703d7422dc1580a9796e38d9a0fdbe1928
0x2c92635b47758dd1885686f8d30c9fa282b7d362,2898,0xc617c84905e9704ed0a909f0c8c85e938ec977b210556e45352072f99c7bcd25
0x7e149cb3427478c557c0be5aecc666cea8c2ee82,10094,0x6f67c5ca20f5fca895978c0bed0401ff4913b326df3c6a0b57cb6c00c474eff3
0x7aeade1363cc42334ef87e3bf0e5fb227c3658b4,2042,0x4a9adf90e10b0191dcb9686d4827c4987c0d6baf164633e60edd005cbfc6ea3f
0x58b54e6d8c5e14a3cb1ade3cbbcec05ecb02d5b9,9024,0x9a625b05fc403d614400ede57b9c2481024a622b224df3e3d08bea1cb49a1cbd
0x59eba8b63dad6813e4996ceb3ee69b844b511091,2042,0xca75aa474baf2145a138bf446ea0f3c0c9e365d8663bb663436c1963e4712ce0
0x9482c72cb018ee03d8c23395038b510ed4e6040c,10950,0xb57486901ee1315084fba22b57da54bbf8b9792c76dda6a0b81d055c70436625
0xac8b762c5ac916570505e64e6c2f81e6bf21f2b1,10094,0x69d6ada0652abe61285c78a5507d3b946d092a1bd6548d1f33ebe9c4e4456d64
0x1f6b9819b100b1ae9b8757359e851fb80f48d224,6126,0x721fc3b80dbade9e4eb2b1929af92d3470510f64f2d4ec4f86aa7cf6e385175e
0x085a3b32bbf2a8ece7ca463312c24d7f24397911,2042,0x176b8b737706b4cc16cfed83ee64e39c0121b12c53f58c105a4d56888cbb54e2
0x8401288070cc831f5169ef5e71b073f62af2bea2,2898,0x14acf13fbe0bcb119a04d17140f695df57711eacc7e75620b5f4fa3d04d3b3c2
0xb88194f9bcc5ec80cf80c163ca2b123917468793,20188,0xfc473d0ee65d5a2e0ca3f8468070cbdd8b703d1f22630fd227ad6e52caed3fc6
0x23cc54c9d0063df2baeeb1d8cbb1868875411e12,2042,0xec9c069a4856cf9c99081ce7e9a73ebb00d7596bd6c17c6fd7773db977575507
0xb4c1511567b18f8e0c857632301330708939ce9a,12992,0x4ce6cfa707c92e3cbaa1356011812a118907fdb40507202dc2289fbc43f3db2a
0x04f53c463e2ef0371897dd54b45848d2c82219e5,13848,0xf9a43e0b1dcca9a51be815d1afab8a357e3f704c6836065b579c1150dcff441b
0x9b72ca489d6f764f1c298a715eb58502a0c07e62,12136,0xab232b3a80631368509d42420e4477dd8042a1837a6882cb70b0b7751e2c69a9
0x99e32e4fcea456c2d7b34d69ad456f403646ac93,10094,0x8a571a90334581a2dd66d805625790a6d7bd948100778c7f7e90c05fc63f2d66
0x0ee0270204d5ab604fec49fa814171224f7faa3d,2042,0xcaa7a3f269379f52bcb8a7c55573185a556a8c3a27f40374170c57c9e5e53032
0x4f46613946ed215e1ccfea0c65b4ad4a700a7747,12992,0x69b9627e72c85f2a2e36d2b86dcba5d67338b6f28bbac4601ff298b2071fd8fc
0xd36954df517cfd9d533d4494b0e62b61c02fc29a,15034,0x4d7c618cdab24d0d864ff51db409cbdce81aaa271c5378cae5d6f025d83c0637
0x9a45d6c9f61881119f37890db00106ad2f4cea9b,2042,0x5a10e7f63d9b942b78f7407479bff6df9d62ef5342b9513cef2991b4f7413b77
0xbf3f8279fb1e9718963b8657e7012da42dda6a7e,12136,0x20536dc2b29ad93e53bff64ca018844d0e55da85864307e7406c795abbda2563
0xefa131b185de4f8965b9c1a6f02e6264cac36a28,2042,0x427ef90355fc5c5b5c6e211c22d0e3df543734fa7c207dc3fa9ec4ab97aeca04
0xe24d9530b75553d2069f0c597cc5b05f619eebc9,4084,0x766f64a755840fc35eb87d692fa1b41ee38fbc997eceba7c7dd1a9e8ec84dcde
0xd19956cfea7c274d9e92d0e8ed54b962f03123e3,12136,0xcb809475cc3b96bd1d8d43a06f23d83d32fa8073aba5bb0678b48b64ef652a4d
0x16764df1641d2218f7b38f90b80f6c1098b43098,38976,0xb8d3d18b7998da9ff4934ccd594c84b1c74533547b201f7a5dfa3caea9206ea0
0x402e6f9a6005e3acc76b26375885e91cd723c4d3,2042,0xfc560b69d08ec5c837a8da80e3c35bd758f993b3d97034727d3f2963fd526e3f
0xd86555fbed73a30a0f0279ec3ed72c97621b1c2f,2042,0xb0d09abd84f29f04445b7e6c55db3ddffc13bff40d8a6d38b4ac07f18929ac45
0x300feb9c7b176c966944c573bee1f3bca6f29eaf,2042,0x20c10cd6f5cf92d48e9d10cb50acab2ace3d82015c88fb605144355da635f188
0x7196e387e6daff279c964559d3d64c0faf523b20,12992,0x28aa9728090e7ddbfcb19c8ea85a1c4de6665944543c0a57b35cf6eada8e06f7
0x109135c783ed5eaa97d5e9a837fd1a40ed21716a,10094,0xfa3acce87a81b50079905e81b7b11c1fc57db3da037508eead9feb291009f304
0x0d0a9fc9f33a7995bc2b810e477ee72a2272ac53,2898,0x65654d7b92152e5c2a4b893525528054cdb2dfa64bd10256915f4360c89e65ec
0x25780f91aab60e50a65a7cb4bfe8d731dcaf9230,2042,0x94270e375d932d3962227acee3a20e468855c37ff220d4f7cfb40e7d7e0bed3e
0x619cedb487f8001889c42672d7c772e3e671673b,2042,0x83fdf77c1c1af2272eb809acb8cac72310bfd8770bf5225b822fc30392028d7a
0xaba31a1327c669fe881ed77ce1041edc360db715,2042,0x8633ef91e83b6e6cb52fcdbd52f0cdb720f5de17c44ed203201e8a90282974e6
0xcb05165b1768856796831e749d7def83095b150d,2898,0x3a1dfb948495024878349f6127e6868a679a91ba1a5758fb68ad34a627fa5756
0xb9b2355417d03f3716b6427e6407864f0b634744,2042,0xf6b2218847a2046780801eb6eadfffc212e5b9cc3c1dc8225f8d551e1652a8a4
0x248e63b910549605281ef79ad7b7cc3a94366317,2898,0x05296f17eb57851c02cfa72b52c8ea87c593bf99496572211613e218bc4ffbe7
0x57115c148a20d8ca22044cdeff8963941e0b3630,10094,0x297b2737484e8da443ead66607da52e0a33dd7eadfceb3938baec1a5b031d82e
0x83d0184d29bb12db845531ed267530bc2755c505,10950,0x49763bd4d018941418a9487c3adf12521ad62c9f867e72e439230fc3bd69c57b
0x7a704a51b9d9dab9f3bffbd0685a25f70661b64d,2042,0xd915ada52cd30de14b624191ef934e72c65b8265c405bbeb976f130140c14e0b
0x569fa8c1e62feab5b93a6252ddb8c0fd29423c50,10950,0x371a5c9c0762d74cf4d0b35784ff08148e338868aeeb4b7bae5420d1a55fe181
0x0501c8000929a2fe0cdcdae83dcc00ac1ac7df05,2042,0xe3b951fc3c449f0db739ef194502a2c6a298763b3bed68d0cdfbe9014fdf17ec
0x6b17fb1a77dd4e3d3cc8c5e06876bb5275b669f0,28882,0xd8844e37275364519f820f646c2bef6d7f66612e72f09ce4c9377134623a2d9b
0x86b4d38e451c707e4914ffceab9479e3a8685f98,2898,0x91a7e712db682480e7f5ba4b0e2c4f09dbb85cd130ef86bc01546b382013481a
0x097da4bbf5f7703997f000be5e9bdda13f5f041e,2042,0x1483bd46d9db239bce1fa7908e768a25577a37d0c6f4a83b010c28d2f2f2e752
0xc6da00010f340221ca9bf71821aa3b5407529fc5,2042,0xccabb0d2cfd06c6f350be934b4dc727c14842bf65008f01d37ec5e2db08f1494
0xc6891cac5b68d95c4f0cb41abc509728152c76c2,10094,0x15b774984df0278a498066a475f5cdc8a3823f543767e15608ee2a98aa03d4a2
0xf4772afe5d1635840b24b5d1d2a34c1360d93d89,25128,0x189c2608f81db505a6fe51877c1098bc9b40a965622e9dd545e56098fc1bebfd
